pmid,articlepubdate,articletype,pmidsrcs,meshheadings,meshsubheadings,meshcodes,cids,sids,articletitle,articleabstract,articlejourname,articleauth,articleaffil,citation,dois,annotation
27530115,20170301,article,NULL,NULL,NULL,NULL,NULL,NULL,Chemical Constituents Identified from Fruit Body of Cordyceps bassiana and Their Anti-Inflammatory Activity,"Cordyceps bassiana is one of Cordyceps species with anti-oxidative, anti-cancer, anti-inflammatory, anti-diabetic, anti-obesity, anti-angiogenic, and anti-nociceptive activities. This mushroom has recently demonstrated to have an ability to reduce 2,4-dinitrofluorobenzene-induced atopic dermatitis symptoms in NC/Nga mice. In this study, we further examined phytochemical properties of this mushroom by column chromatography and HPLC analysis. By chromatographic separation and spectroscopic analysis, 8 compoun",Biomolecules & therapeutics,"Wonse Suh, Gyeongsug Nam, Woo Seok Yang, Gi-Ho Sung, Sang Hee Shim, Jae Youl Cho","School of Biotechnology, Yeungnam University, Gyeongsan 38541, Republic of Korea. Department of Genetic Engineering, Sungkyunkwan University, Suwon 16419, Republic of Korea. Institute for Bio-Medical Convergence, International St. Mary's Hospital and College of Medicine, Catholic Kwandong University, Incheon 22711, Republic of Korea. College of Pharmacy, Duksung Women's University, Seoul 01369, Republic of Korea.",2017 Mar; 25(2):165-170,10.4062/biomolther.2016.063,NULL
21148886,20040501,article,NULL,NULL,NULL,NULL,NULL,NULL,"Cordyceps cardinalis sp. nov., a new species of Cordyceps with an east Asian-eastern North American distribution","Cordyceps cardinalis, a pathogen of lepidopteran larva, is described as a new species from the southern Appalachian Mountains of the eastern United States and from southeastern Japan. It is macroscopically similar to both C. militaris and C. pseudomilitaris, however, microscopic, cultural and molecular evidence support it being a phylogenetically distinct species. Cordyceps cardinalis is most similar to C. pseudomilitaris in the microscopic characters of non-disarticulating ascospore morphology and its host",Mycologia,"Gi-Ho Sung, Joseph W Spatafora","Department of Botany and Plant Pathology, Oregon State University, Corvallis, Oregon 97331-2902.",2004 May; 96(3):658-66,NULL,NULL
24039462,20060301,article,NULL,NULL,NULL,NULL,NULL,NULL,Cordyceps bassiana and Production of Stromata in vitro Showing Beauveria Anamorph in Korea,"A Cordyceps species was found with a Beauveria anamorph state on larval insect cadavers on Obong mountains in Gangwon Provinces, Republic of Korea. Cultures from discharged ascospores formed an anamorph identifiable as Beauveria bassiana. This teleomorph-anamorph connection was also confirmed by the in vitro production of fertile ascomata from conidial cultures with morphology like that of field-collected specimen. This is the first report of in vitro production of a teleomorph for any Beauveria species. Th",Mycobiology,"Jae-Mo Sung, Je-O Lee, Richard A Humber, Gi-Ho Sung, Bhushan Shrestha","Entomopathogenic Fungal Culture Collection, Department of Applied Biology, Kangwon National University, Chuncheon 200-701, Republic of Korea.",2006 Mar; 34(1):1-6,10.4489/myco.2006.34.1.001,NULL
29481852,20180612,article,mesh,"A549 Cells,Animals,Antineoplastic Agents,Cell Proliferation,Cordyceps,Gene Expression Profiling,HT29 Cells,HeLa Cells,Hep G2 Cells,Humans,MCF-7 Cells,Medicine, Chinese Traditional","drug effects,genetics,isolation & purification,methods,pharmacology,physiology,trends","D000970 Q000302 NY,D000970 Q000494 NY,D008516 Q000379 NY,D008516 Q000639 NN,D020869 Q000379 NY,D032661 Q000235 NY,D049109 Q000187 NN,D049109 Q000502 NN",NULL,NULL,The pharmacological properties of Ophiocordyceps xuefengensis revealed by transcriptome analysis,"ETHNOPHARMACOLOGICAL RELEVANCE: The Yao ethnic group in Xuefeng Mountains area have used Xuefeng cordyceps, the caterpillar-fungus complex of Ophiocordyceps xuefengensis, for treating a variety of diseases for long. Just like some other cordyceps, O. xuefengensis, which is identified as the sister taxon of O. sinensis in 2013, also seems to have broad pharmacological properties, not only enhancing human immunity, anti-bacteria, anti-virus, but also anti-tumor. However, investigation of the medicinal fugal s",Journal of ethnopharmacology,"Jian Jin, Wenli Kang, Can Zhong, You Qin, Rongrong Zhou, Hao Liu, Jing Xie, Lin Chen, Yuhui Qin, Shuihan Zhang","Institute of Chinese Materia Medica, Hunan Academy of Chinese Medicine, Changsha 410013, PR China; Hunan University of Chinese Medicine, Changsha 410208, PR China. Institute of Chinese Materia Medica, Hunan Academy of Chinese Medicine, Changsha 410013, PR China. Institute of Chinese Materia Medica, Hunan Academy of Chinese Medicine, Changsha 410013, PR China; Horticulture and Landscape College, Hunan Agricultural University, Changsha 410128, PR China. Changchun University of Chinese Medicine, Changchun 1301",2018 Jun; 219(?):195-201,10.1016/j.jep.2018.02.007,NULL
1421972,19920601,article,mesh,"Adult,Blood Urea Nitrogen,Creatinine,Drugs, Chinese Herbal,Female,Hemoglobins,Humans,Kidney Failure, Chronic,Male,Middle Aged,Serum Albumin,T-Lymphocyte Subsets","blood,drug therapy,immunology,metabolism,therapeutic use","D003404 Q000097 NN,D004365 Q000627 NY,D006454 Q000378 NN,D007676 Q000097 NN,D007676 Q000188 NY,D007676 Q000276 NN,D012709 Q000378 NN,D016176 Q000276 NY","588,137319715",NULL,[Effect of Cordyceps sinesis on T-lymphocyte subsets in chronic renal failure],"Synchronous measurements of renal function and T-cell subsets were taken in 51 cases of chronic renal failure (CRF) patients. Cordyceps sinesis 3-5 g/d was given to 28 out of these 51 patients, which was considered as follow-up group. The results were stated as follows: (1) Obvious decrease of OKT3, OKT4, OKT4/OKT8 was found in CRF (P < 0.01). (2) OKT4 and OKT4/OKT8 were proportional to plasma albumin and Hb levels (P < 0.05). (3) After administration of Cordyceps sinesis, improvement of renal function and ",Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,"Y J Guan, Z Hu, M Hou","Affiliated Hospital, Shandong Medical University, Jinan.","1992 Jun; 12(6):338-9, 323",NULL,NULL
32055207,20190425,article,NULL,NULL,NULL,NULL,NULL,NULL,"Effect of Cordyceps militaris Hot Water Extract on Immunomodulation-associated Gene Expression in Broilers, Gallus gallus","Cordyceps militaris is a well-known Chinese medicinal fungus that has been used as a nutraceutical food in several Asian countries. Cordycepin (3'-deoxyadenosine), a secondary metabolite produced from Cordyceps militaris, has been demonstrated to exert a wide spectrum of pharmacological activities, such as anti-microbial and antitumor activities. However, the effect of cordycepin on immunomodulation in broilers is poorly investigated. In the current study, we investigated the effect of cordycepin (9.69, 19.",The journal of poultry science,"Yeong-Hsiang Cheng, Yi-Chun Hsieh, Yu-Hsiang Yu","Department of Biotechnology and Animal Science, National Ilan University, Yilan, Taiwan.",2019 Apr; 56(2):128-139,10.2141/jpsa.0180067,NULL
2208437,19900801,article,mesh,"Animals,Drugs, Chinese Herbal,Graft Survival,Immunity, Cellular,Immunosuppressive Agents,Interleukin-1,Lymphocyte Activation,Macrophages,Mice,Mice, Inbred BALB C,Mice, Inbred C57BL,Mice, Inbred DBA,Phagocytosis,Plants, Medicinal","biosynthesis,drug effects,growth & development,immunology,pharmacology","D004365 Q000494 NY,D006085 Q000187 NN,D007111 Q000187 NN,D007375 Q000096 NN,D008213 Q000187 NY,D008264 Q000276 NN,D010587 Q000187 NY,D010946 Q000254 NY",NULL,NULL,[Immunosuppressive effect of cultured Cordyceps sinensis on cellular immune response],The immunosuppressive effect of cultured Cordyceps sinensis (Bei Lin Capsule) was studied in vitro and in vivo. When the drug was added from 0.6 mg/ml to 5 mg/ml a significant dose-dependent inhibition effect was shown in the following immune reactions of mice (P less than 0.05-0.01): phagocytic function of peripheral blood leucocytes assayed by chemiluminescence; mitogenic response of spleen lymphocytes to Con A; mixed lymphocyte culture and LPS induced interleukin-1 release of macrophages. The survival ra,Zhong xi yi jie he za zhi = Chinese journal of modern developments in traditional medicine,"X Y Zhu, H Y Yu",Beijing Friendship Hospital.,"1990 Aug; 10(8):485-7, 454",NULL,NULL
10742053,20000401,article,mesh,"Animals,Arthropods,DNA, Mitochondrial,DNA, Ribosomal,Host-Parasite Interactions,Hypocreales,Phylogeny,Sequence Alignment,Sequence Analysis, DNA","genetics,microbiology,parasitology","D001181 Q000382 NY,D001181 Q000469 NN,D004272 Q000235 NN,D004275 Q000235 NN,D006999 Q000235 NY",NULL,NULL,Interkingdom host jumping underground: phylogenetic analysis of entomoparasitic fungi of the genus cordyceps,"Most members of the ascomycetous genus Cordyceps are endoparasitic fungi of insects and other arthropods, but about 20 of the 300 described species are parasitic to hart's truffles, Elaphomyces spp. In order to understand the evolution of host specificity and the process of interkingdom host jumping in Cordyceps, we investigated the phylogenetic relationships of 22 representatives, including 4 truffle parasites and 18 insect parasites, based on nuclear and mitochondrial rDNA sequences. Five monophyletic gro",Molecular biology and evolution,"N Nikoh, T Fukatsu","National Institute of Bioscience and Human-Technology, Agency of Industrial Science and Technology, Tsukuba, Japan.",2000 Apr; 17(4):629-38,10.1093/oxfordjournals.molbev.a026341,NULL
21243765,20100901,article,mesh,"Base Sequence,China,DNA, Fungal,DNA, Ribosomal,DNA, Ribosomal Spacer,Hypocreales,Molecular Sequence Data,Phylogeny,Polymerase Chain Reaction,Sequence Analysis, DNA,Sequence Homology, Nucleic Acid","classification,genetics,growth & development","D004271 Q000235 NY,D004275 Q000235 NY,D006999 Q000145 NN,D006999 Q000235 NY,D006999 Q000254 NY,D021903 Q000235 NN",NULL,NULL,[Molecular identification for the asexual stage of Taishan cordyceps],"OBJECTIVE: From gene lever identified the asexual stage of Taishan cordyceps. METHODS: Using rDNA ITS regions as molecular targets, PCR amplification, sequencing, and comparing with the other ITS region sequences of known. RESULTS: Through the Blast search of GenBank, the ITS sequence is same as the sequence of Paecilomyces tenuipes (100% ). CONCLUSION: The asexual stage of Taishan cordyceps was proved through molecular biology method for the first time. The results showed that the asexual stage of Taishan ",Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials,"Xue-Mei Zhao, Hui Zhang, Hong-Xia Jiang, Xian-Zhong Zhang, Yan-You Su, Yanfei Wang","Taishan Medical University, Taian 271016, China. zhaoxuem@eyou.com",2010 Sep; 33(9):1373-5,NULL,NULL
23956666,20101201,article,NULL,NULL,NULL,NULL,NULL,NULL,Growth and Cultural Characteristics of Cordyceps cardinalis Collected from Korea,"Cordyceps cardinalis was reported in Japan and the USA in 2004, and its fruiting bodies have recently been cultured in Korea. Herbarium specimens preserved at the Cordyceps Research Institute, Mushtech, Korea were revised and identified as C. cardinalis, based on morphological characters and conidial structures. Most of the C. cardinalis specimens were collected from Mt. Halla in Jeju-do. The effects of various nutritional sources and environmental conditions such as temperature and pH on mycelial growth of",Mycobiology,"Gi-Ho Sung, Bhushan Shrestha, Sang-Kuk Han, Soo-Young Kim, Jae-Mo Sung","Mushroom Research Division, National Institute of Horticultural and Herbal Science, Rural Development Administration, Suwon 441-707, Korea.",2010 Dec; 38(4):274-81,10.4489/myco.2010.38.4.274,NULL
30666590,20190701,article,mesh,"Amino Acid Sequence,Base Sequence,China,Computational Biology,Cordyceps,Fungal Proteins,Genetic Variation,HSP70 Heat-Shock Proteins,HSP90 Heat-Shock Proteins,Open Reading Frames,Phylogeny,Sequence Alignment","chemistry,classification,genetics,metabolism","D005656 Q000235 NY,D005656 Q000378 NN,D005656 Q000737 NN,D018840 Q000235 NY,D018840 Q000378 NN,D018840 Q000737 NN,D018841 Q000235 NY,D018841 Q000378 NN,D018841 Q000737 NN,D032661 Q000145 NN,D032661 Q000235 NY,D032661 Q000378 NN",NULL,NULL,Analysis of genetic variations of heat shock proteins Hsp70 and Hsp90 in Isaria farinosa strains from the Yunnan province of China,"In the present study, the cDNA sequences of Hsp70 and Hsp90 genes of Isaria farinosa (designated IFHSP70 and IFHSP90) were cloned and characterized using multiple techniques of molecular biology and bioinformatics. The genetic differentiation of the two genes was investigated among 10 geographically separated populations distributed in the Yunnan province. The complete sequence of the IFHSP70 cDNA had a length of 2158 bp, and contained an open reading frame (ORF) of 1962 bp, encoding a 71-kDa polypeptide co",Folia microbiologica,"Lu He, Hong Yu, Yongdong Dai, Yuanbing Wang","Yunnan Herbal Laboratory, Institute of Herb Biotic Resources, School of Life Sciences, Yunnan University, Kunming, 650091, China. Institute of Tropical Eco-agriculture, Yunnan Academy of Agriculture Science, Yuanmou, 651399, China. International Joint Research Center for Sustainable Utilization of Cordyceps Bioresources in China and Southeast Asia, Yunnan University, Kunming, 650091, China. Yunnan Herbal Laboratory, Institute of Herb Biotic Resources, School of Life Sciences, Yunnan University, Kunming, 650",2019 Jul; 64(4):521-534,10.1007/s12223-018-00676-x,NULL
8854946,19960405,article,mesh,"Aged,Drugs, Chinese Herbal,Female,Humans,Lead Poisoning,Male,Middle Aged","blood,etiology,poisoning","D004365 Q000506 NY,D007855 Q000097 NN,D007855 Q000209 NY",NULL,NULL,"Lead poisoning caused by contaminated Cordyceps, a Chinese herbal medicine: two case reports","Two cases of lead poisoning, caused by the Chinese herbal medicine Cordyceps, were reported to the Department of Health in a laboratory-based blood lead surveillance program. Such unusual cases of lead poisoning have not been previously reported. These two patients took Cordyceps herbal medicine for treatment of underlying diseases. Loss of appetite and anemic signs of lead poisoning were manifested in one patient with a blood lead level of 130 microg/dl, while the other patient was asymptomatic with a bloo",The Science of the total environment,"T N Wu, K C Yang, C M Wang, J S Lai, K N Ko, P Y Chang, S H Liou","Department of Health, Taipei, Taiwan.",1996 Apr; 182(1-3):193-5,10.1016/0048-9697(96)05054-1,NULL
